name,display_name,aliases,category,display_class,tags,default_route,all_routes,routes_with_dose,has_dose_data,has_duration_data,half_life_minutes,mechanism_summary,effects,references,data_gaps
Phalaris,,水虉草,,medical_rx,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Phenazopyridine,,AZO Urinary Pain Relief | Pyridium,Analgesic,otc,urinary tract analgesic,,,,no,no,,"Phenazopyridine is excreted in the urine where it exerts a topical analgesic effect on the mucosa of the urinary tract. This action helps to relieve pain, burning, urgency and frequency.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Phendimetrazine,,Adipost | Bontril | Fendique ER | Melfiat | Statobex,Stimulant,recreational,anorectic | prodrug,oral,oral,oral,yes,yes,240.0,,,Role of phenmetrazine as an active metabolite of phendimetrazine: evidence from studies of drug discrimination and pharmacokinetics in rhesus monkeys,mechanism_of_action
Phenelzine,,2-phenylethylhydrazine | Nardil | Nardil® | Phenelzinum | W-1544a | phenethyl-hydrazine | phenethylhydrazine | β-phenylethylhydrazine,Antidepressant,medical_rx,GABA-T-inhibitor | MAOI | MAOI-A | MAOI-B | aldehyde-scavenger | antidepressant | dietary-restriction | hydrazine-hepatotoxic-risk | hypertensive-crisis-risk | irreversible-MAOI | no-human-data | phenethylamine | prescription-only | serotonin-syndrome-risk,,,,no,no,696.0,,,"FDA label for Nardil (phenelzine sulfate), Clinical Pharmacology - Pharmacokinetics, Elimination | https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/009768s055lbl.pdf | https://en.wikipedia.org/wiki/Phenelzine | https://dailymed.nlm.nih.gov/dailymed/search.cfm?labeltype=all&query=40032-360","dose_ranges_by_route, duration_by_route, mechanism_of_action"
Phenethylamine,,2-Phenethylamine | 2-Phenylethylamine | 2-phenylethanamine | Benzeneethanamine | PEA | Phenylethylamine | beta-Phenylethylamine | beta-aminoethylbenzene | beta-phenethylamine | β-PEA | β-Phenethylamine | β-aminoethylbenzene,Nootropic,recreational,MAO-substrate | endogenous-TAAR1-agonist | no-human-data | orally-inactive | phenethylamine,oral,oral,oral,yes,yes,10.0,,,Trace amines: identification of a family of mammalian G protein-coupled receptors,mechanism_of_action
Phenetrazine,,,Stimulant,recreational,habit-forming | tentative,insufflation,insufflation | oral,insufflation | oral,yes,no,,,,,"duration_by_route, half_life_minutes, mechanism_of_action, references"
Phenmetrazine,,Preludin,Stimulant,recreational,NDRA | VMAT2-substrate | habit-forming,oral,oral,oral,yes,yes,480.0,,,Role of phenmetrazine as an active metabolite of phendimetrazine: evidence from studies of drug discrimination and pharmacokinetics in rhesus monkeys,mechanism_of_action
Phenol,,Phylorinol,,otc,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Phentermine+Fenfluramine,,Adipex-P + Pondimin | Fen-Phen | Phen/Fen | Pondimin + phentermine | Redux (dexfenfluramine) + phentermine | phen-fen | phentermine + (dex)fenfluramine | phentermine + fenfluramine | phentermine/fenfluramine,,recreational,PPH | valvulopathy | withdrawn-1997,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Phentolamine,,Oraverse | Phentolamine Mesylate,,medical_rx,,,,,no,no,19.0,"The mechanism by which Oraverse accelerates reversal of soft-tissue anesthesia and the associated functional deficits is not fully understood. Phentolamine mesylate, the active ingredient in Oraverse, produces an alpha-adrenergic block of relatively short duration resulting in vasodilatation when applied to vascular smooth muscle. In an animal model, Oraverse increased local blood flow in submucosal tissue of the dog when given after an intraoral injection of lidocaine 2% with 1:100,000 epinephrine.",,https://dailymed.nlm.nih.gov/dailymed/search.cfm?labeltype=all&query=0362-0101,"dose_ranges_by_route, duration_by_route"
Phenylpiracetam,,Carphedon | Fonturacetam | Phenotropil,Nootropic,recreational,DAT-inhibitor | WADA-banned | class:racetams | nootropic | racetam | stimulant-adjacent,oral,oral,oral,yes,yes,300.0,,,https://en.wikipedia.org/wiki/Phenylpiracetam,mechanism_of_action
Phenylpiracetam hydrazide,,Fonturacetam hydrazide,Nootropic,recreational,BBB-penetrant | anticonvulsant-original-purpose | mechanism-unknown | no-human-data | racetam | research-chemical,,,,no,no,,,,https://en.wikipedia.org/wiki/Phenylpiracetam,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
Phenylpropylaminopentane,PPAP,"DPPEA | MK-306 | PPAP | α,N-dipropylphenethylamine",Stimulant,recreational,,insufflation,insufflation | intramuscular | oral | sublingual,insufflation | intramuscular | oral | sublingual,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Phenytoin,,Dilantin | Diphenylhydantoin | Phenytek | Phenytoin Sodium,Anticonvulsant,medical_rx,anticonvulsant | narrow-therapeutic-index | prescription-only | sodium-channel-blocker,,,,no,no,1320.0,"Phenytoin selectively blocks voltage-gated sodium channels during their recovery phase, promoting sodium efflux from neurons located in the motor cortex reducing post-tetanic potentiation at synapses. This prevents cortical seizure foci from spreading to adjacent areas, thus stabilizing the threshold against hyperexcitability. Additionally, phenytoin appears to reduce sensitivity of muscle spindles to stretch causing muscle relaxation.",,https://en.wikipedia.org/wiki/Phenytoin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?labeltype=all&query=0378-3850,"dose_ranges_by_route, duration_by_route"
Phosphatidylserine,,PS | Phosphatidyl Serine | Sharp-PS | Soy-Derived Phosphatidylserine,Supplement,otc,HPA-modulator | OTC | cognitive-enhancement | cortisol-reducer | neuroprotective | nootropic | supplement,oral,oral,oral,yes,yes,720.0,,,https://en.wikipedia.org/wiki/Phosphatidylserine | https://examine.com/supplements/phosphatidylserine/,mechanism_of_action
Phytonadione,,Mephyton,,medical_rx,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Picamilon,,N-Nicotinoyl-GABA | Pikamilon | Pycamilon,Nootropic,recreational,GABA-prodrug | GABAergic | habit-forming | nootropic | vasodilator | vasodilator-niacin,oral,oral,oral,yes,yes,,,Cerebral vasodilation,https://en.wikipedia.org/wiki/Picamilon,"half_life_minutes, mechanism_of_action"
Pimavanserin,,Nuplazid,Antipsychotic,medical_rx,5HT2C-inverse-agonist | QTc-risk | antipsychotic | atypical-antipsychotic | inverse-agonist-5HT2A | parkinsons-psychosis | prescription-only,oral,oral,oral,yes,no,3780.0,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207318orig1s000lbl.pdf | https://en.wikipedia.org/wiki/Pimavanserin,"duration_by_route, mechanism_of_action"
Pimozide,,Orap,Antipsychotic,medical_rx,D2-antagonist | QTc-risk | antipsychotic | diphenylbutylpiperidine | high-EPS-risk | prescription-only | tourette-syndrome | typical-antipsychotic,oral,oral,oral,yes,no,3360.0,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/017473s055lbl.pdf | https://en.wikipedia.org/wiki/Pimozide,"duration_by_route, mechanism_of_action"
Pinazepam,,domar,Benzodiazepine,recreational,GABAA-PAM | benzodiazepine | habit-forming | prodrug,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Pindolol,,Visken,Cardiovascular,medical_rx,beta-1 & beta-2 non-selective | beta-blocker,,,,no,no,,Blocks beta-1 and beta-2 adrenergic receptors (non-selective) causing decreased heart rate and myocardial contractility.,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Pioglitazone,,Actos,,medical_rx,antidiabetic | thiazolidinedione,,,,no,no,,"Agonizes peroxisome proliferator-activated receptor-gamma ( PPAR receptors ) causing increased peripheral insulin sensitivity. PPAR receptors are found in tissues important for insulin action such as adipose tissue, skeletal muscle, and the liver.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Pipradrol,,Meratran | diphenyl(piperidin-2-yl)methanol,Stimulant,recreational,NDRI | stimulant-miscategorized,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
PiPT,,,Psychedelic,recreational,research-chemical | tentative,inhalation,inhalation,inhalation,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Piroxicam,,Feldene,Analgesic,medical_rx,analgesic | cox-1/cox-2 non-selective | nsaid,,,,no,no,3000.0,"Reversibly inhibits cyclooxygenase-1 and 2 (COX-1 and 2) enzymes causing decreased prostaglandin precursor formation. This results in anti-inflammatory, analgesic, and antipyretic effects.",,"FDA label for Piroxicam capsules, Clinical Pharmacology/Pharmacokinetics — plasma half-life approximately 50 hours","dose_ranges_by_route, duration_by_route"
Pitavastatin,,Livalo | Zypitamag,,medical_rx,antihyperlipidemic | statin,,,,no,no,,"Inhibits HMG-CoA reductase, the rate-limiting enzyme that converts 3-hydroxy-3-methylglutaryl-coenzyme A to mevalonate, a precursor of sterols, including cholesterol.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Placdyl,,Placidyl | ethchlorvnol,Depressant,recreational,habit-forming | historic | tertiary-alcohol-hypnotic,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
PMMA,,4-甲氧基甲基苯丙胺 | para-Methoxymethamphetamine | 对甲氧基甲基苯丙胺,Empathogen,recreational,class:amphetamine | class:substituted amphetamines,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
PNC-27,,p53-derived anticancer peptide,Peptide,medical_rx,no-human-data | peptide,,,,no,no,,Membrane-disrupting anticancer peptide; p53(12-26) MDM2-binding domain plus penetratin leader.,,https://www.ncbi.nlm.nih.gov/pmc/?term=PNC-27+p53+peptide | Michl/Pincus p53 peptide literature,"dose_ranges_by_route, duration_by_route, half_life_minutes"
Polycarbophil,,FiberCon,,otc,bulk-forming laxative,,,,no,no,,Polycarbophil is an insoluble fiber that absorbs water into the intestine to soften the stool and increase bulk to promote peristalsis.,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Polyethylene glycol,,MiraLax,,otc,,,,,no,no,,"Produces an osmotic effect in the colon that increases stool water content, softens the stool, and promotes peristalsis.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Polyethylene Glycol 3350,,Basic Care Clearlax | Berkley And Jensen Clearlax | Welby Clearlax,,otc,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Polygala tenuifolia,,Chinese senega | Radix Polygalae | Yuan zhi,Nootropic,recreational,BACE1-inhibitor-weak | TCM | TCM-herb | herb | nootropic | saponin-mixture,oral,oral,oral,yes,no,,,,https://en.wikipedia.org/wiki/Polygala_tenuifolia,"duration_by_route, half_life_minutes, mechanism_of_action"
Poppers,,亚硝酸酯,,medical_rx,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Potassium,,Golytely | Isoplate | K-tab | Normosol-r And Dextrose | PEG-3350 And Electrolytes | Plasma-lyte 148 | Thyrosafe | dextrose/sodium/sodium/sodium/potassium/magnesium | polyethylene glycol 3350/sodium/potassium/sodium/sodium | polyethylene glycol 3350/sodium/sodium/sodium/potassium | sodium/sodium/sodium/potassium/magnesium | sodium/sodium/sodium/potassium/magnesium/sodium/potassium,,medical_rx,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
PQQ,,BioPQQ | Methoxatin | Pyrroloquinoline Quinone,Supplement,otc,OTC | antioxidant | mitochondrial-support | neuroprotective | nootropic | supplement,oral,oral,oral,yes,no,240.0,,,https://en.wikipedia.org/wiki/Pyrroloquinoline_quinone | https://examine.com/supplements/pyrroloquinoline-quinone/,"duration_by_route, mechanism_of_action"
Pramipexole,,Mirapex | Mirapex ER,,medical_rx,dopamine agonist,,,,no,no,480.0,Non-ergot dopamine agonist with high selectivity for D2 receptors. Also has affinity for D3 receptors and mild affinity for D2 and D4 receptors. Stimulation of dopamine receptors in the striatum is thought to be responsible for treatment effects in Parkinson's disease and Restless Legs Syndrome.,,"FDA label for Pramipexole Dihydrochloride tablets (pramipexole dihydrochloride), Clinical Pharmacology 12.3 Pharmacokinetics - t½ ≈ 8 h","dose_ranges_by_route, duration_by_route"
Pramiracetam,,CI-879 | Neupramir | Pramistar | 普拉西坦,Nootropic,recreational,HACU-enhancer | brain-penetrant | cholinergic | class:racetams | lipophilic | lipophilic-racetam | nootropic | racetam,oral,oral,oral,yes,yes,300.0,,,https://en.wikipedia.org/wiki/Pramiracetam,mechanism_of_action
Prasugrel,,Effient,,medical_rx,antiplatelet | p2y12 inhibitor,,,,no,no,,"Prasugrel irreversibly binds to the P2Y12 receptor on the platelet surface, blocking adenosine diphosphate (ADP) from binding to it. This interferes with platelet adhesion and aggregation by inhibiting both ADP-mediated activation of the glycoprotein complex GPIIb/IIIa and fibrinogen binding to platelets.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Pravastatin,,Pravachol | Pravastatin Sodium,,medical_rx,antihyperlipidemic | statin,,,,no,no,108.0,"Inhibits HMG-CoA reductase, the rate-limiting enzyme that converts 3-hydroxy-3-methylglutaryl-coenzyme A to mevalonate, a precursor of sterols, including cholesterol.",,Evidence-based review of statin use in patients with HIV on antiretroviral therapy,"dose_ranges_by_route, duration_by_route"
Prazepam,,Centrax | Demetrin | Lysanxia | Prazepamum | Sedapran | Trepidan | centrac | pozapam | prasepine | prazene | reapam,Benzodiazepine,recreational,CYP3A4-substrate | GABAA-PAM | benzodiazepine | habit-forming | prodrug-of-nordazepam,oral,oral,oral,yes,yes,4200.0,,,[Pharmacokinetics of oral prazepam].,mechanism_of_action
Prazosin,,Minipress,Cardiovascular,medical_rx,PTSD-nightmares | alpha1-blocker | antihypertensive | non-selective alpha-1 blocker | prescription-only,oral,oral,,no,yes,180.0,Systemically blocks alpha-1 adrenergic receptors resulting in reduction in vascular resistance (lowering blood pressure).,,https://en.wikipedia.org/wiki/Prazosin,dose_ranges_by_route
PRE-084,,Research ligand PRE-084,Other,recreational,tentative,insufflation,insufflation | oral | sublingual,insufflation | oral | sublingual,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Prednicarbate,,Dermatop | Prednicarbate-topical,Endocrine,medical_rx,corticosteroid,,,,no,no,,"Prednicarbate is a synthetic glucocorticoid with potent anti-inflammatory and immunomodulating properties. After cell entry, it binds to corticosteroid receptors on the nucleus and produces anti-inflammatory, antiproliferative, immunosuppressive, and vasoconstrictive effects that can be beneficial for psoriatic, pruritic, and other corticosteroid responsive dermatoses.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Prednisolone,,Millipred | Orapred ODT | Pediapred,Endocrine,medical_rx,corticosteroid | glucocorticoid,,,,no,no,,"Prednisolone is a synthetic glucocorticoid with anti-inflammatory and immunomodulating properties, and minimal mineralocorticoid properties. After cell surface receptor attachment and cell entry, it enters the nucleus where it binds to and activates specific nuclear receptors, resulting in an altered gene expression and inhibition of proinflammatory cytokine production. This agent also decreases the number of circulating lymphocytes, induces cell differentiation, and stimulates apoptosis in sensitive tumor cell populations.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Prednisone,,Deltasone | Rayos,Endocrine,medical_rx,corticosteroid | glucocorticoid,,,,no,no,,"Prednisone is completely converted to the active metabolite prednisolone, a synthetic glucocorticoid with anti-inflammatory and immunomodulating properties, and minimal mineralocorticoid properties. After cell surface receptor attachment and cell entry, it enters the nucleus where it binds to and activates specific nuclear receptors, resulting in an altered gene expression and inhibition of proinflammatory cytokine production. This agent also decreases the number of circulating lymphocytes, induces cell differentiation, and stimulates apoptosis in sensitive tumor cell populations.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Primidone,,Mysoline,Anticonvulsant,medical_rx,anticonvulsant | barbiturate,,,,no,no,,"Primidone is an analog of phenobarbital and prodrug of phenobarbital and phenylethylmalonamide (PEMA), both active metabolites. These agents are barbiturates that bind to and activate the gamma-aminobutyric acid (GABA)-A receptor, thereby mimicking and enhancing the inhibitory actions of GABA in the brain.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
PRL-8-53,,prl853,Nootropic,recreational,investigational | nootropic | research-chemical | single-trial-1978 | tentative | unknown-mechanism | unreplicated,oral,oral,oral,yes,yes,,,,https://en.wikipedia.org/wiki/PRL-8-53,"half_life_minutes, mechanism_of_action"
PRO-LAD,,,Psychedelic,recreational,TIHKAL | class:lysergamides | tentative | tryptamine,oral,oral,oral,yes,yes,,"更多信息请参阅：血清素能迷幻剂

PRO-LAD 可能作为 5-HT 受体激动剂（部分激动剂）发挥作用。人们认为，迷幻效应源于 PRO-LAD 对 5-HT 受体的效能。然而，这些相互作用的作用以及它们如何导致迷幻体验，仍然是科学阐明研究的对象嘛。

作为 LSD 的衍生物，PRO-LAD 的药效学和药动学特性与 LSD 相似。然而，它们并不完全相同。在 R6 甲基上增加两个碳形成的丙基链可能导致 PRO-LAD 的吸收速度较慢，从而导致不同的初始起效和峰值效应。这可能是其阈值和中等剂量较高的原因喵。",,https://erowid.org/library/books_online/tihkal/tihkal51.shtml,half_life_minutes
Progesterone,,Endometrin,Depressant,recreational,class:steroid,oral,oral | rectal,oral | rectal,yes,yes,,"Progesterone is a naturally occurring steroid that is secreted by the ovary, placenta, and adrenal gland. In the presence of adequate estrogen, progesterone transforms a proliferative endometrium into a secretory endometrium. Progesterone is necessary to increase endometrial receptivity for implantation of an embryo. Once an embryo is implanted, progesterone acts to maintain a pregnancy.",,,"half_life_minutes, references"
Progesterone Oral Contraceptive - Drospirenone,,Slynd,,medical_rx,contraceptive | progestin,,,,no,no,,"Drospirenone, a progestin, prevents the pre-ovulation surge of luteinizing hormone (LH), which decreases the likelihood that ovulation will occur. Progestins also thicken cervical mucus, inhibiting the ability of sperm to travel into the uterus, and thin the endometrium (lining of the uterus), making implantation of a fertilized egg more difficult.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Progesterone Oral Contraceptive - Norethindrone,,Various product names,,medical_rx,contraceptive | progestin,,,,no,no,,"Norethindrone, a progestin, prevents the pre-ovulation surge of luteinizing hormone (LH), which decreases the likelihood that ovulation will occur. Progestins also thicken cervical mucus, inhibiting the ability of sperm to travel into the uterus, and thin the endometrium (lining of the uterus), making implantation of a fertilized egg more difficult.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Prolintane,,1-(α-propylphenethyl)pyrrolidine | ATC N06BX14 | Katovit | catovit | promotil | villescon | βk-Prolintane analog class relates to α-PVP | 普罗林坦 | 苯基吡咯烷基戊烷,Stimulant,recreational,class:amphetamine | class:substituted amphetamines | class:substituted pyrrolidines | habit-forming | research-chemical | tentative,insufflation,insufflation | oral | rectal,insufflation | oral | rectal,yes,yes,,"Prolintane is believed to act primarily as a mild norepinephrine-dopamine reuptake inhibitor. Reducing the reuptake of norepinephrine and dopamine leads to elevated concentrations of both catecholamine neurotransmitters in the synaptic cleft (the gap between neurons). This reduction in reuptake activity enhances and prolongs dopaminergic and noradrenergic signaling at dopamine and norepinephrine receptors on receiving neurons. This acute increase in neurotransmitter concentrations in the brain is believed to be responsible for the pharmacological effects of prolintane at high doses.

Because it acts primarily as a catecholamine reuptake inhibitor, prolintane is pharmacologically closer to cocaine or methylphenidate than to amphetamine. By contrast, amphetamine acts primarily as an agonist that indirectly releases dopamine and norepinephrine by activating TAAR1 receptors.",,,"half_life_minutes, references"
Promethazine,,Avomine | Lergigan | Phenergan | Pipolphen | Promethegan | Romergan | 异丙嗪,Antihistamine,dual_use,Beers-criteria-avoid-elderly | D2-antagonist | FDA-black-box-IV-tissue-injury | FDA-black-box-pediatric-respiratory-depression | H1-antagonist | H1-inverse-agonist | anticholinergic | antiemetic | antihistamine | class:phenothiazine | first-gen-antihistamine | hERG-strong | phenothiazine | potent-anticholinergic | prescription-only | sedating,intramuscular,intramuscular | oral,intramuscular | oral,yes,yes,720.0,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2004/007491s044lbl.pdf | https://en.wikipedia.org/wiki/Promethazine | Pharmacokinetics of promethazine hydrochloride after administration of rectal suppositories and oral syrup to healthy subjects,mechanism_of_action
Promethazine-Codeine,,Phenergan w/ Codeine,Opioid,recreational,"antihistamine, 1st generation | antitussive | opioid",,,,no,no,,"Codeine: is an opioid agonist with preferential selectivity for mu-opioid receptors. Codeine has relatively weak analgesic activity; however, its active metabolites morphine (5-15%, via CYP2D6 metabolism ) and codeine-6-glucuronide (50-70% via UGT2B7 metabolism ) have notable analgesic properties ( especially morphine, a potent opioid agonist). The therapeutic effects of codeine include analgesic, antidiarrheal and antitussive actions. Promethazine: is a phenothiazine derivative, which differs structurally from the antipsychotic phenothiazines by the presence of a branched side chain and no ring substitution. Promethazine possesses antihistamine (H1 receptor antagonist), antiemetic, sedative, and anticholinergic effects. It prevents released histamine from dilating capillaries and causing edema of the respiratory mucosa.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Propofol,,"2,6-diisopropylphenol | diprivan | milk-of-amnesia",Depressant,recreational,GABA-A-PAM-beta-pocket | IV-anaesthetic | PRIS-risk | UGT1A9-substrate | habit-forming,intravenous,intravenous,intravenous,yes,no,360.0,,,Pharmacokinetic implications for the clinical use of propofol,"duration_by_route, mechanism_of_action"
Propoxyphene,,Darvon,Opioid,recreational,MOR-weak | cardiotoxic | habit-forming | withdrawn,,,,no,no,900.0,,,Pharmacokinetics of dextropropoxyphene and nordextropropoxyphene in young and elderly volunteers after single and multiple dextropropoxyphene dosage,"dose_ranges_by_route, duration_by_route, mechanism_of_action"
Propylhexedrine,,Benzedrex | Hexahydromethamphetamine | hexahdromethamphetamine | propylhexadrine | 奥贝辛 | 环己丙甲胺 | 苯齐德雷克斯,Stimulant,recreational,OTC-decongestant | class:cycloalkylamines | cyclohexyl-amphetamine | habit-forming,insufflation,insufflation | oral | other,insufflation | oral | other,yes,yes,,"环己丙甲胺通过作为神经递质释放剂作用于单胺神经递质多巴胺、去甲肾上腺素和血清素（SNDRA），与它们的转运体结合并使其反向运作，从而将这些神经递质从细胞质泵送到突触间隙，在那里它们可以与各自的受体结合。此外，环己丙甲胺还会抑制VMAT2，这会进一步增加上述单胺的浓度，因为VMAT2负责将这三种神经递质从突触间隙转运回细胞质。

与苯乙胺、苯丙胺、甲基苯丙胺和MDMA类似，环己丙甲胺也会激动TAAR1。TAAR1激动作用通过蛋白激酶A与C（PKA和PKC）信号传导，引起多巴胺转运体（DAT）磷酸化。PKA和PKC都会导致非竞争性的多巴胺再摄取抑制，而单独的PKC还会导致多巴胺释放／DAT反转。

环己丙甲胺的药理作用与苯乙胺类物质（如苯丙胺类物质）相似，不过总体上其中枢活性较弱，也较不适合作为娱乐性用途。

由于环己丙甲胺以环己烷环取代了甲基苯丙胺中的苯基，它缺乏苯基赋予苯丙胺类物质的那种血脑屏障通透性，因此相较于中枢神经系统，它对外周神经系统的作用比例更高。

环己丙甲胺的半衰期为2.5-6.5小时，具体会因尿液pH值以及某些细胞色素P450酶的活性水平而变化。较高的尿液pH值会延长持续时间，而较低的尿液pH值会缩短持续时间。某些细胞色素P450酶活性较高时，也会缩短持续时间。

环己丙甲胺会被某些细胞色素P450酶代谢为去甲环己丙甲胺、环己基乙酮肟、顺式-4-羟基环己丙甲胺以及反式-4-羟基环己丙甲胺。",,,"half_life_minutes, references"
Propylphenidate,,PPH,Stimulant,recreational,DAT-selective | habit-forming | research-chemical | tentative,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Propynyl,,,Psychedelic,recreational,PIHKAL | phenethylamine,oral,oral,oral,yes,yes,,,,https://erowid.org/library/books_online/pihkal/pihkal143.shtml,"half_life_minutes, mechanism_of_action"
Proscaline,,普罗斯卡林,Psychedelic,recreational,class:substituted phenethylamines | research-chemical,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Protonitazene,,PTZ | Pronitazene | Propoxynitazene,Opioid,recreational,benzimidazole-opioid | extreme-potency | fatalities-reported | fentanyl-stronger | mu-full-agonist | naloxone-high-dose-required | nitazene,inhalation,inhalation | insufflation | oral,inhalation | insufflation | oral,yes,yes,,,,https://en.wikipedia.org/wiki/Protonitazene,"half_life_minutes, mechanism_of_action"
Protriptyline,,Vivactil,Antidepressant,medical_rx,TCA | secondary amine,,,,no,no,,"Primarily inhibits norepinephrine and serotonin reuptake at the presynaptic neurons leading to higher concentrations of these neurotransmitters in the neuronal synapse. As a secondary amine (TCAs are either tertiary or secondary amines), this drug displays more selectivity towards norepinephrine reuptake inhibition. Additionally, blocks histamine-H1, alpha-1 adrenergic, and muscarinic receptors accounting for sedative, hypotensive and anticholinergic effects, respectively.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
PSI-2C-T-4,,,Psychedelic,recreational,2C-x | 5-HT2A-agonist | PIHKAL | phenethylamine,oral,oral,oral,yes,no,,,,https://erowid.org/library/books_online/pihkal/pihkal042.shtml,"duration_by_route, half_life_minutes, mechanism_of_action"
psi-DOM,,Ψ-DOM,Psychedelic,recreational,5-HT2A-agonist | DOx | PIHKAL | no-human-data | phenethylamine,oral,oral,oral,yes,yes,,,,https://erowid.org/library/books_online/pihkal/pihkal069.shtml,"half_life_minutes, mechanism_of_action"
Psilocin,,4-HO-DMT | 4-OH-DMT | 4-hydroxy-DMT | Psilocine | Psilocyn | Psilotsin,Psychedelic,recreational,5-HT2A-agonist | 5-HT2A-full-efficacy | 5HT2A-agonist | MAO-A-substrate | MISCATEGORIZED | TIHKAL | UGT1A10-substrate | active-metabolite-of-psilocybin | class:substituted tryptamines | no-human-data | psychedelic | research-chemical | tentative | tryptamine,insufflation,insufflation | oral,insufflation | oral,yes,yes,120.0,,,https://en.wikipedia.org/wiki/Psilocin | https://erowid.org/library/books_online/tihkal/tihkal18.shtml | Clinical Pharmacokinetics of Psilocin After Psilocybin Administration: A Systematic Review and Post-Hoc Analysis,mechanism_of_action
Psilocybe Cyanescens,,蓝柄裸盖菇,,medical_rx,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Psilocybe Mexicana,,墨西哥裸盖菇,,medical_rx,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Psilocybin mushrooms,,4-PO-DMT | Magic Mushrooms | Shrooms,Psychedelic,recreational,class:substituted tryptamines,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Pst,,poppy seed tea | poppy tea | poppy-seed-tea | poppy-tea,Opioid,recreational,MOR-via-morphine | habit-forming | highly-variable-dose | plant-extract,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Psychotria Viridis,,查克罗纳 | 查克鲁纳 | 绿九节,,medical_rx,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Psyllium,,Metamucil,,otc,bulk-forming laxative,,,,no,no,,Psyllium is a soluble fiber that absorbs water into the intestine to soften the stool and increase bulk to promote peristalsis.,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Psyllium Husk,,Konsyl Naturally Sweetened Psyllium Fiber | Natural Daily Fiber | Natural Fiber Therapy Natural Laxative | Reguloid,,otc,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
PT-141,,Bremelanotide | Vyleesi,Peptide,medical_rx,HSDD-treatment | aphrodisiac | melanocortin-agonist | peptide | prescription-only,subcutaneous,subcutaneous,subcutaneous,yes,yes,120.0,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210557s000lbl.pdf | https://en.wikipedia.org/wiki/Bremelanotide,mechanism_of_action
